uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed
0023cb4d-a3f6-4163-8761-a07914b40754,3-1,1,14199,9975,4224,106,1.0,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,11.081,637.593985
0023cb4d-a3f6-4163-8761-a07914b40754,3-2,0,23792,21138,2654,120,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,10.697,340.6187908
0023cb4d-a3f6-4163-8761-a07914b40754,1-2,0,46747,38488,8259,383,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,10.485,597.0692164
0023cb4d-a3f6-4163-8761-a07914b40754,1-1,1,43543,33762,9781,324,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,9.6,575.7952728
0023cb4d-a3f6-4163-8761-a07914b40754,2-1,1,20896,18808,2088,145,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,8.337,462.5691195
0111fc3b-685f-4756-9692-67ace3297314,3-1,1,33061,30976,2085,106,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,205.3202479
0111fc3b-685f-4756-9692-67ace3297314,2-1,0,39929,38421,1508,145,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4386664
0111fc3b-685f-4756-9692-67ace3297314,1-1,0,77673,74513,3160,324,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,260.8940722
0111fc3b-685f-4756-9692-67ace3297314,2-2,1,42367,41263,1104,166,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,241.3784747
0111fc3b-685f-4756-9692-67ace3297314,1-2,1,63836,58345,5491,383,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,393.8640843
0111fc3b-685f-4756-9692-67ace3297314,3-2,0,37407,34160,3247,120,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,210.7728337
014c91ae-55d5-4aab-87e7-77c677f8a128,2-2,0,44766,44501,265,166,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,7.638,223.8151952
014c91ae-55d5-4aab-87e7-77c677f8a128,1-1,0,73423,73010,413,324,0.6666666667,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,9.6,266.2648952
014c91ae-55d5-4aab-87e7-77c677f8a128,3-1,1,27458,26242,1216,106,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,242.3595763
014c91ae-55d5-4aab-87e7-77c677f8a128,3-2,0,28369,28111,258,120,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.697,256.1274946
014c91ae-55d5-4aab-87e7-77c677f8a128,2-1,1,38176,37655,521,145,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,231.0450139
014c91ae-55d5-4aab-87e7-77c677f8a128,1-2,1,42703,41876,827,383,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,548.7630146
01793098-f0e2-4ef8-a0eb-706a0584332d,2-1,0,54268,48912,5356,145,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,8.337,177.8704612
01793098-f0e2-4ef8-a0eb-706a0584332d,1-1,1,150968,146860,4108,324,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,9.6,132.3709655
01793098-f0e2-4ef8-a0eb-706a0584332d,3-1,0,50526,50351,175,106,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,11.081,126.3132808
01793098-f0e2-4ef8-a0eb-706a0584332d,1-2,0,127301,125380,1921,383,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.485,183.2828202
01793098-f0e2-4ef8-a0eb-706a0584332d,2-2,1,61999,61999,0,166,0.6666666667,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,7.638,160.6477524
01793098-f0e2-4ef8-a0eb-706a0584332d,3-2,1,57718,57718,0,120,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.697,124.7444471
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-2,1,49651,46697,2954,166,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,7.638,213.289933
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-1,1,39816,38256,1560,106,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,11.081,166.2484316
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-2,1,86342,82355,3987,383,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.485,279.0358812
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-2,0,33937,30736,3201,120,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.697,234.2529932
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-1,0,131637,127958,3679,324,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,9.6,151.9248503
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-1,0,30180,29327,853,145,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,8.337,296.6549596
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-2,0,83830,76018,7812,120,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,94.71440975
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-2,1,81450,78604,2846,383,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,292.3515343
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-1,0,52182,51046,1136,145,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,170.43451
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-1,0,102320,98645,3675,324,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,197.0703026
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-2,1,39728,38447,1281,166,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,259.0579239
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-1,1,32643,30728,1915,106,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,206.9773496
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-2,1,54878,36774,18104,383,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.485,624.8980258
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-2,1,30389,22371,8018,166,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,7.638,445.2192571
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-1,0,14214,10663,3551,106,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,11.081,596.4550314
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-2,1,45841,33099,12742,120,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.697,217.5292305
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-1,0,59967,51411,8556,324,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,9.6,378.1291941
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-1,0,23230,20488,2742,145,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,8.337,424.638813
026078fb-bbd3-403e-9003-57ef39309521,1-2,0,135114,20822,114292,383,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.485,1103.64038
026078fb-bbd3-403e-9003-57ef39309521,1-1,1,131560,112545,19015,324,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,9.6,172.7309076
026078fb-bbd3-403e-9003-57ef39309521,2-2,1,64818,26211,38607,166,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,7.638,379.9931327
026078fb-bbd3-403e-9003-57ef39309521,3-2,1,64202,57300,6902,120,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.697,125.6544503
026078fb-bbd3-403e-9003-57ef39309521,3-1,0,64163,50322,13841,106,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,11.081,126.3860737
026078fb-bbd3-403e-9003-57ef39309521,2-1,0,82449,22356,60093,145,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,8.337,389.1572732
028c35ca-c434-4a6c-9706-5752290c6d4a,3-2,1,39899,39427,472,120,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,182.6159738
028c35ca-c434-4a6c-9706-5752290c6d4a,1-2,0,75856,73338,2518,383,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,313.3436963
028c35ca-c434-4a6c-9706-5752290c6d4a,1-1,1,67345,65974,1371,324,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,294.6615333
028c35ca-c434-4a6c-9706-5752290c6d4a,2-1,1,47826,47339,487,145,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,183.780815
028c35ca-c434-4a6c-9706-5752290c6d4a,2-2,0,43220,42040,1180,166,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,236.9172217
028c35ca-c434-4a6c-9706-5752290c6d4a,3-1,0,63440,59545,3895,106,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,106.8099756
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-1,0,42606,38746,3860,145,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,224.5393073
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-2,1,125699,115251,10448,383,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,199.3908947
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-1,0,109633,104257,5376,324,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,186.4622999
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-1,0,38050,34040,4010,106,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,186.8390129
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-2,1,49429,47296,2133,166,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,210.5886333
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-2,1,54699,52930,1769,120,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,136.0287172
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-2,0,30216,28401,1815,120,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,253.5122003
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-1,0,30794,30391,403,145,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,286.2689612
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-1,1,24424,21462,2962,106,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,296.3377132
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-1,1,57575,50610,6965,324,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,384.1138115
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-2,0,54702,51465,3237,383,0.6666666667,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,446.5170504
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-2,1,21462,17635,3827,166,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,564.7859371
041129bf-1228-43d2-af14-173e38b15972,2-2,1,50108,50108,0,166,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,7.638,198.7706554
041129bf-1228-43d2-af14-173e38b15972,1-1,0,85982,61913,24069,324,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,9.6,313.9889845
041129bf-1228-43d2-af14-173e38b15972,1-2,1,97833,92089,5744,383,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.485,249.5412047
041129bf-1228-43d2-af14-173e38b15972,3-2,1,34953,34953,0,120,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.697,205.9909021
041129bf-1228-43d2-af14-173e38b15972,2-1,0,44842,44570,272,145,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,8.337,195.1985641
041129bf-1228-43d2-af14-173e38b15972,3-1,0,27023,26641,382,106,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,11.081,238.7297774
05407942-f651-4129-adc8-541378ce6ac3,3-2,0,29632,27605,2027,120,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,260.8223148
05407942-f651-4129-adc8-541378ce6ac3,2-2,1,68226,64903,3323,166,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,153.4597784
05407942-f651-4129-adc8-541378ce6ac3,2-1,0,39275,38411,864,145,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4976179
05407942-f651-4129-adc8-541378ce6ac3,1-1,0,44574,36008,8566,324,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,539.8800267
05407942-f651-4129-adc8-541378ce6ac3,1-2,1,68756,57766,10990,383,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,397.8118616
05407942-f651-4129-adc8-541378ce6ac3,3-1,1,25703,20800,4903,106,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,305.7692308
05a92b52-f72a-42f9-936c-9258bf385bf3,3-1,1,46396,42091,4305,106,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,11.081,151.1011855
05a92b52-f72a-42f9-936c-9258bf385bf3,1-1,0,83143,73893,9250,324,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,9.6,263.0831067
05a92b52-f72a-42f9-936c-9258bf385bf3,2-2,1,38015,31685,6330,166,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,7.638,314.344327
05a92b52-f72a-42f9-936c-9258bf385bf3,1-2,1,82294,68337,13957,383,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.485,336.2746389
05a92b52-f72a-42f9-936c-9258bf385bf3,3-2,0,37277,31776,5501,120,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.697,226.5861027
05a92b52-f72a-42f9-936c-9258bf385bf3,2-1,0,63325,54977,8348,145,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,8.337,158.2479946
0662696f-dad0-4850-8d7a-6a843036c294,1-1,1,111215,107759,3456,324,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,180.402565
0662696f-dad0-4850-8d7a-6a843036c294,3-2,0,33843,31705,2138,120,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,227.0935184
0662696f-dad0-4850-8d7a-6a843036c294,1-2,0,80162,78671,1491,383,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,292.1025537
0662696f-dad0-4850-8d7a-6a843036c294,2-2,1,40886,39635,1251,166,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,251.2930491
0662696f-dad0-4850-8d7a-6a843036c294,3-1,1,30465,29320,1145,106,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,216.9167804
0662696f-dad0-4850-8d7a-6a843036c294,2-1,0,42632,41006,1626,145,0.3333333333,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,212.1640736
06d98056-2cc4-4216-85e9-e3fe7d5751fe,3-2,1,31799,22785,9014,120,0.6666666667,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,315.9973667
06d98056-2cc4-4216-85e9-e3fe7d5751fe,1-2,0,60443,45150,15293,383,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,508.9700997
06d98056-2cc4-4216-85e9-e3fe7d5751fe,2-1,1,28001,26601,1400,145,0.6666666667,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,327.0553739
06d98056-2cc4-4216-85e9-e3fe7d5751fe,1-1,1,59757,54181,5576,324,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,358.7973644
06d98056-2cc4-4216-85e9-e3fe7d5751fe,3-1,0,19246,13685,5561,106,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,464.7424187
06d98056-2cc4-4216-85e9-e3fe7d5751fe,2-2,0,22228,20324,1904,166,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,490.0610116
087aef1b-10d8-4753-a39d-25591695d5fa,1-1,0,33048,18426,14622,324,0.3333333333,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,9.6,1055.030935
087aef1b-10d8-4753-a39d-25591695d5fa,2-1,1,50037,46234,3803,145,1.0,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,8.337,188.1732059
087aef1b-10d8-4753-a39d-25591695d5fa,3-1,0,35352,30534,4818,106,0.6666666667,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,11.081,208.2923954
087aef1b-10d8-4753-a39d-25591695d5fa,2-2,0,49971,46163,3808,166,1.0,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,7.638,215.7572082
087aef1b-10d8-4753-a39d-25591695d5fa,1-2,1,75716,68625,7091,383,1.0,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,10.485,334.863388
087aef1b-10d8-4753-a39d-25591695d5fa,3-2,1,55515,48806,6709,120,1.0,1365,27.0,laptop,0.0,PhD,0.0,English,0.0,0.0,Y,10.697,147.5228456
089fc400-90dc-483c-907e-f7143fe77183,2-1,0,124270,122019,2251,145,0.6666666667,574,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,8.337,71.30037125
089fc400-90dc-483c-907e-f7143fe77183,1-1,1,165722,155196,10526,324,1.0,574,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,9.6,125.2609603
089fc400-90dc-483c-907e-f7143fe77183,3-1,0,104848,96681,8167,106,1.0,322,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,11.081,65.78334937
089fc400-90dc-483c-907e-f7143fe77183,3-2,1,103323,99517,3806,120,1.0,574,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,10.697,72.34944783
089fc400-90dc-483c-907e-f7143fe77183,1-2,0,163406,154309,9097,383,1.0,574,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,10.485,148.9219683
089fc400-90dc-483c-907e-f7143fe77183,2-2,1,95712,92438,3274,166,1.0,574,22.0,smartphone,1.0,high school,1.0,English,0.0,1.0,Y,7.638,107.7478959
08aad1ce-a5a5-4558-819a-80e470e455fa,3-2,0,83481,78189,5292,120,1.0,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,10.697,92.08456432
08aad1ce-a5a5-4558-819a-80e470e455fa,2-2,0,61146,54227,6919,166,0.6666666667,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,7.638,183.6723403
08aad1ce-a5a5-4558-819a-80e470e455fa,1-2,1,121444,112895,8549,383,0.6666666667,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,10.485,203.5519731
08aad1ce-a5a5-4558-819a-80e470e455fa,3-1,1,40475,35683,4792,106,1.0,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,11.081,178.2361349
08aad1ce-a5a5-4558-819a-80e470e455fa,1-1,0,109193,102469,6724,324,0.6666666667,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,9.6,189.7159141
08aad1ce-a5a5-4558-819a-80e470e455fa,2-1,1,53251,50765,2486,145,0.6666666667,1294,51.0,other,0.0,college,1.0,,0.0,0.0,,8.337,171.3779179
08e0c3b1-652b-4be1-b8fb-e30789efca15,1-2,0,90557,86236,4321,383,0.6666666667,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.485,266.478037
08e0c3b1-652b-4be1-b8fb-e30789efca15,2-1,1,35608,34722,886,145,1.0,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,250.5616036
08e0c3b1-652b-4be1-b8fb-e30789efca15,3-1,0,29686,27805,1881,106,1.0,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,11.081,228.7358389
08e0c3b1-652b-4be1-b8fb-e30789efca15,2-2,0,29574,27121,2453,166,1.0,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,7.638,367.2430958
08e0c3b1-652b-4be1-b8fb-e30789efca15,1-1,1,66435,61976,4459,324,0.6666666667,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,9.6,313.6698077
08e0c3b1-652b-4be1-b8fb-e30789efca15,3-2,1,35990,34166,1824,120,1.0,1438,37.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,210.7358192
0939d037-9073-4b45-beef-4b1a9cb29fc6,2-2,0,33722,28435,5287,166,1.0,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,7.638,350.2725514
0939d037-9073-4b45-beef-4b1a9cb29fc6,1-1,0,69911,59616,10295,324,0.6666666667,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,9.6,326.0869565
0939d037-9073-4b45-beef-4b1a9cb29fc6,3-2,0,31204,21515,9689,120,1.0,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.697,334.650244
0939d037-9073-4b45-beef-4b1a9cb29fc6,3-1,1,21752,20986,766,106,1.0,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,11.081,303.0591823
0939d037-9073-4b45-beef-4b1a9cb29fc6,2-1,1,29708,28639,1069,145,1.0,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,8.337,303.7815566
0939d037-9073-4b45-beef-4b1a9cb29fc6,1-2,1,73119,64317,8802,383,0.6666666667,1438,26.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.485,357.2927842
0befef59-998c-41d5-a028-cda46345a259,3-2,0,20414,16888,3526,120,0.3333333333,286,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,10.697,426.3382283
0befef59-998c-41d5-a028-cda46345a259,1-2,0,192557,168003,24554,383,1.0,511,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,10.485,136.7832717
0befef59-998c-41d5-a028-cda46345a259,2-2,0,78288,56946,21342,166,0.6666666667,511,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,7.638,174.9025392
0befef59-998c-41d5-a028-cda46345a259,3-1,1,54962,51827,3135,106,1.0,511,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,11.081,122.7159589
0befef59-998c-41d5-a028-cda46345a259,1-1,1,189742,156683,33059,324,0.6666666667,511,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,9.6,124.0721712
0befef59-998c-41d5-a028-cda46345a259,2-1,1,78298,70410,7888,145,0.6666666667,511,18.0,smartphone,2.0,high school,0.0,Other,0.0,1.0,N,8.337,123.561994
0c06a58b-c629-43ce-8f6c-2a140dd88b66,3-2,1,30548,27860,2688,120,1.0,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,258.4350323
0c06a58b-c629-43ce-8f6c-2a140dd88b66,1-2,0,59294,42671,16623,383,1.0,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,538.5390546
0c06a58b-c629-43ce-8f6c-2a140dd88b66,2-1,1,29775,25362,4413,145,0.6666666667,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,343.0328838
0c06a58b-c629-43ce-8f6c-2a140dd88b66,1-1,1,59194,49579,9615,324,1.0,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,392.1014946
0c06a58b-c629-43ce-8f6c-2a140dd88b66,3-1,0,29012,23336,5676,106,0.6666666667,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,272.5402811
0c06a58b-c629-43ce-8f6c-2a140dd88b66,2-2,0,30787,28723,2064,166,1.0,1150,21.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,346.7604359
